Epoch:0, loss:0.040493, accuracy:0.088040
Epoch:1, loss:0.038745, accuracy:0.119060
Epoch:2, loss:0.036228, accuracy:0.158640
Epoch:3, loss:0.035523, accuracy:0.174680
Epoch:4, loss:0.032600, accuracy:0.213500
Epoch:5, loss:0.030026, accuracy:0.257480
Epoch:6, loss:0.028538, accuracy:0.281320
Epoch:7, loss:0.028239, accuracy:0.294640
Epoch:8, loss:0.026806, accuracy:0.323440
0 2.6499733924865723
50 2.3751602172851562
100 2.394625663757324
150 2.3312697410583496
200 2.437108039855957
250 2.5066754817962646
300 2.672947883605957
350 2.1206910610198975
400 2.7128756046295166
450 2.566610813140869
Epoch:9, loss:0.024926, accuracy:0.358800
0 2.66560697555542
50 2.468874216079712
100 2.6963841915130615
150 2.5461249351501465
200 2.5295794010162354
250 2.3911097049713135
300 2.317673444747925
350 2.3587801456451416
400 2.172126293182373
450 2.6316161155700684
Epoch:10, loss:0.024401, accuracy:0.370140
0 2.1374447345733643
50 2.1375467777252197
100 2.2446677684783936
150 2.2852766513824463
200 1.9598504304885864
250 2.448918581008911
300 2.332571268081665
350 2.173452854156494
400 2.317931890487671
450 2.1077606678009033
Epoch:11, loss:0.023459, accuracy:0.386860
0 2.1484415531158447
50 2.1944663524627686
100 2.358468770980835
150 2.1100170612335205
200 2.076582431793213
250 2.1431949138641357
300 2.271078109741211
350 2.117946147918701
400 2.2468087673187256
450 2.1612343788146973
Epoch:12, loss:0.021891, accuracy:0.420720
0 2.265279769897461
50 2.0895628929138184
100 2.201094150543213
150 1.9150522947311401
200 1.8741159439086914
250 2.0954999923706055
300 1.9872839450836182
350 2.6001272201538086
400 2.112422227859497
450 2.167454481124878
Epoch:13, loss:0.020785, accuracy:0.443840
0 2.072751998901367
50 2.059921979904175
100 2.158210277557373
150 2.1670148372650146
200 1.99513840675354
250 2.0216779708862305
300 2.149813413619995
350 2.0790295600891113
400 2.01993989944458
450 2.2072930335998535
Epoch:14, loss:0.021429, accuracy:0.433000
0 1.766462802886963
50 2.0913193225860596
100 2.16256046295166
150 2.1810433864593506
200 2.097400188446045
250 2.0385024547576904
300 2.0537188053131104
350 2.299086570739746
400 1.7686970233917236
450 2.0587525367736816
Epoch:15, loss:0.020016, accuracy:0.462480
0 1.840822696685791
50 1.878113865852356
100 2.02340030670166
150 2.1677420139312744
200 1.610234260559082
250 2.0391786098480225
300 1.8659063577651978
350 1.9796626567840576
400 1.8450264930725098
450 1.9779481887817383
Epoch:16, loss:0.018931, accuracy:0.483680
0 1.8002021312713623
50 1.5608630180358887
100 1.7041085958480835
150 2.0547778606414795
200 1.8001759052276611
250 2.0134499073028564
300 1.8153811693191528
350 1.715404987335205
400 2.0202605724334717
450 1.8522868156433105
Epoch:17, loss:0.018290, accuracy:0.499940
0 1.9249719381332397
50 1.6033165454864502
100 1.629204511642456
150 1.9095667600631714
200 1.9326955080032349
250 1.6702405214309692
300 1.6970562934875488
350 1.8837312459945679
400 1.553492784500122
450 1.527513027191162
Epoch:18, loss:0.018149, accuracy:0.502480
0 1.626592993736267
50 1.5434526205062866
100 1.7885713577270508
150 1.8209328651428223
200 1.5141959190368652
250 2.025031089782715
300 1.7269474267959595
350 1.8509536981582642
400 1.6863631010055542
450 1.5029230117797852
Epoch:19, loss:0.018355, accuracy:0.498560
0 1.8450372219085693
50 1.4875881671905518
100 1.8031070232391357
150 1.9595811367034912
200 1.6968618631362915
250 1.5196970701217651
300 1.7487295866012573
350 1.559694766998291
400 1.4193938970565796
450 1.7146308422088623
Epoch:20, loss:0.016928, accuracy:0.530540
0 1.3669508695602417
50 1.73679780960083
100 1.6985511779785156
150 1.486985445022583
200 1.5626658201217651
250 1.5050649642944336
300 1.6262034177780151
350 1.5869688987731934
400 1.6177242994308472
450 1.5958352088928223
Epoch:21, loss:0.016357, accuracy:0.543320
0 1.3092902898788452
50 1.7408041954040527
100 1.58021879196167
150 1.4293888807296753
200 1.5071836709976196
250 1.691317081451416
300 1.6403889656066895
350 1.57564115524292
400 1.5347672700881958
450 1.7446609735488892
Epoch:22, loss:0.015446, accuracy:0.566000
0 1.4934532642364502
50 1.2229371070861816
100 1.6325422525405884
150 1.5123165845870972
200 1.7916568517684937
250 1.8465269804000854
300 1.3898773193359375
350 1.5427231788635254
400 1.685477614402771
450 1.422307014465332
Epoch:23, loss:0.015908, accuracy:0.552560
0 1.6366115808486938
50 1.5375643968582153
100 1.7295576333999634
150 1.4660868644714355
200 1.5778095722198486
250 1.6173622608184814
300 1.6833218336105347
350 1.6631879806518555
400 1.6175836324691772
450 1.4817490577697754
Epoch:24, loss:0.014811, accuracy:0.581940
0 1.2505393028259277
50 1.278082013130188
100 1.6387603282928467
150 1.2954320907592773
200 1.516356348991394
250 1.260067343711853
300 1.4660491943359375
350 1.6929545402526855
400 1.5608786344528198
450 1.5020990371704102
Epoch:25, loss:0.015259, accuracy:0.568180
0 1.5823712348937988
50 1.2558072805404663
100 1.5426630973815918
150 1.481896996498108
200 1.5383323431015015
250 1.5600690841674805
300 1.8225293159484863
350 1.575484275817871
400 1.3104346990585327
450 1.4603790044784546
Epoch:26, loss:0.013751, accuracy:0.611360
0 1.1725116968154907
50 1.153346300125122
100 1.5703940391540527
150 1.500923752784729
200 1.3267929553985596
250 1.7621928453445435
300 1.4175350666046143
350 1.3086040019989014
400 1.4756171703338623
450 1.3524153232574463
Epoch:27, loss:0.014097, accuracy:0.599140
0 1.486048698425293
50 1.0901665687561035
100 1.523972988128662
150 1.4385120868682861
200 1.2596800327301025
250 1.258717656135559
